Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TotalWorkingYears,PerformanceRating,Education,MaritalStatus,BusinessTravel,Attrition
55,Sales,Manager,7184,18,14,12,3,2,Yes,2,35,3,Doctor,Married,Travel_Frequently,No
48,Human Resources,Manager,8585,17,5,4,3,4,No,2,30,3,Bachelor,Married,Non-Travel,No
57,Human Resources,Human Resources,4681,20,0,2,4,4,No,1,35,3,Master,Married,Travel_Rarely,No
36,Human Resources,Manager,5456,7,0,13,3,3,No,3,18,3,Master,Single,Travel_Rarely,No
35,Human Resources,Human Resources,5376,8,0,1,4,4,No,2,17,3,College,Married,Non-Travel,No
28,Research & Development,Manufacturing Director,7068,2,0,15,2,2,Yes,4,7,3,Master,Single,Travel_Frequently,Yes
29,Human Resources,Human Resources,3077,5,4,12,3,2,Yes,2,8,3,College,Married,Travel_Frequently,No
22,Research & Development,Manufacturing Director,10069,1,1,2,4,4,No,1,1,4,College,Married,Travel_Frequently,No
22,Research & Development,Manufacturing Director,8455,0,0,12,3,2,No,2,0,3,Master,Single,Travel_Rarely,Yes
38,Sales,Sales Executive,5686,10,2,8,4,4,No,1,18,3,College,Married,Travel_Rarely,No
46,Research & Development,Laboratory Technician,3695,16,7,7,3,3,No,3,27,4,Master,Single,Travel_Frequently,No
43,Human Resources,Human Resources,3398,7,5,15,2,2,Yes,3,23,3,Master,Single,Travel_Frequently,Yes
27,Research & Development,Laboratory Technician,3086,4,3,19,2,1,Yes,2,5,3,Bachelor,Single,Travel_Frequently,Yes
49,Research & Development,Manufacturing Director,8918,17,5,8,3,3,No,1,31,3,Bachelor,Single,Travel_Frequently,No
27,Human Resources,Human Resources,4865,5,2,8,4,4,No,3,6,3,Master,Single,Travel_Frequently,No
27,Sales,Sales Executive,5304,6,6,8,3,4,No,1,9,4,Bachelor,Married,Travel_Frequently,No
41,Sales,Manager,6801,11,10,10,2,2,Yes,3,23,3,Bachelor,Single,Travel_Frequently,Yes
27,Research & Development,Research Scientist,5976,2,1,16,2,2,Yes,3,5,3,Bachelor,Single,Travel_Frequently,Yes
35,Human Resources,Manager,3757,9,4,26,1,1,Yes,4,17,3,Bachelor,Single,Travel_Frequently,Yes
23,Sales,Sales Executive,4688,0,0,10,2,3,No,2,1,3,Below College,Single,Travel_Rarely,Yes
40,Human Resources,Human Resources,4280,9,1,13,4,3,No,2,19,4,Bachelor,Married,Travel_Rarely,No
33,Sales,Manager,7226,6,6,11,3,3,No,1,11,3,Bachelor,Married,Travel_Rarely,No
49,Human Resources,Manager,6938,11,9,17,3,3,No,1,27,4,College,Divorced,Travel_Rarely,No
38,Sales,Sales Executive,4078,7,5,8,4,3,No,2,18,3,Master,Married,Travel_Frequently,No
46,Research & Development,Research Director,7810,15,8,14,3,4,No,5,28,4,College,Single,Travel_Frequently,No
47,Research & Development,Manufacturing Director,9371,12,7,11,3,3,No,1,28,3,Bachelor,Single,Non-Travel,No
38,Human Resources,Manager,7405,8,5,5,4,3,No,1,17,3,College,Married,Non-Travel,No
59,Human Resources,Manager,8046,19,5,4,3,3,No,2,40,3,College,Single,Non-Travel,No
49,Human Resources,Manager,5339,16,13,22,1,2,Yes,3,31,3,Master,Single,Travel_Frequently,Yes
49,Human Resources,Human Resources,3940,15,5,10,3,3,No,1,31,3,Bachelor,Married,Travel_Rarely,No
33,Research & Development,Laboratory Technician,3956,3,3,6,3,3,No,1,11,4,Bachelor,Single,Travel_Rarely,No
44,Human Resources,Manager,7838,13,1,11,3,3,No,2,26,3,Master,Single,Travel_Rarely,No
47,Human Resources,Manager,8352,15,10,9,3,3,No,3,29,3,Bachelor,Married,Non-Travel,No
55,Human Resources,Human Resources,3759,16,3,6,4,3,No,3,36,3,Bachelor,Single,Travel_Rarely,No
49,Human Resources,Human Resources,4769,12,9,3,4,4,No,2,29,3,Bachelor,Married,Travel_Rarely,No
34,Human Resources,Human Resources,3693,11,9,11,3,2,No,1,15,3,Master,Married,Travel_Rarely,No
35,Research & Development,Manufacturing Director,8205,8,8,14,3,3,No,1,16,4,Bachelor,Single,Non-Travel,No
32,Sales,Sales Executive,4342,7,1,16,3,3,No,2,12,4,Bachelor,Married,Travel_Rarely,No
39,Sales,Manager,7818,9,0,5,3,4,No,1,21,3,Master,Married,Travel_Frequently,No
42,Research & Development,Research Scientist,7026,12,7,2,4,3,No,1,20,4,Bachelor,Married,Travel_Rarely,No
29,Research & Development,Research Director,7459,1,1,15,2,2,Yes,2,8,3,Master,Married,Travel_Frequently,No
52,Research & Development,Manufacturing Director,9347,17,11,9,4,4,No,1,32,3,Bachelor,Married,Travel_Rarely,No
26,Human Resources,Human Resources,5290,7,3,1,4,4,No,1,8,3,Bachelor,Married,Travel_Rarely,No
47,Sales,Manager,7178,13,2,12,3,2,Yes,3,28,3,College,Single,Travel_Rarely,No
60,Sales,Sales Representative,4109,19,6,3,4,4,No,1,39,3,Bachelor,Single,Non-Travel,No
50,Human Resources,Manager,5158,14,12,12,2,2,Yes,2,30,3,Master,Single,Travel_Frequently,No
34,Research & Development,Research Director,9628,9,9,7,4,4,No,2,16,4,College,Married,Travel_Rarely,No
33,Research & Development,Research Director,8162,8,3,10,2,3,No,3,14,3,Bachelor,Single,Travel_Rarely,No
39,Research & Development,Research Director,8017,10,7,12,3,3,No,3,20,3,Bachelor,Married,Travel_Rarely,Yes
35,Research & Development,Laboratory Technician,4013,7,5,8,3,3,No,2,15,4,Bachelor,Single,Travel_Rarely,No
56,Research & Development,Research Director,7824,21,1,15,4,3,No,1,37,3,Doctor,Divorced,Travel_Rarely,No
42,Sales,Sales Executive,4493,9,3,9,3,3,No,2,20,3,College,Single,Non-Travel,No
56,Research & Development,Research Scientist,5950,18,13,8,4,3,No,2,36,4,Bachelor,Married,Travel_Rarely,No
58,Research & Development,Manufacturing Director,9622,20,1,4,4,3,No,1,40,3,Bachelor,Married,Travel_Rarely,No
60,Human Resources,Human Resources,3834,20,12,12,2,2,Yes,2,40,3,Below College,Married,Travel_Frequently,Yes
35,Research & Development,Laboratory Technician,3929,7,4,12,3,3,Yes,1,16,3,Bachelor,Divorced,Non-Travel,No
32,Research & Development,Research Scientist,5899,5,4,7,3,3,Yes,3,10,3,Bachelor,Married,Travel_Rarely,No
59,Sales,Sales Representative,3520,19,13,9,4,4,No,1,38,4,Doctor,Married,Travel_Rarely,No
59,Human Resources,Manager,6607,19,1,13,2,3,No,2,37,4,Master,Married,Travel_Frequently,No
54,Sales,Sales Representative,3519,17,3,9,4,4,No,1,34,3,Bachelor,Married,Travel_Rarely,No
44,Human Resources,Human Resources,3841,13,5,10,3,3,No,2,22,3,Master,Single,Travel_Rarely,No
28,Human Resources,Human Resources,3910,3,0,13,3,3,Yes,3,10,3,Bachelor,Single,Travel_Rarely,Yes
43,Sales,Sales Executive,3604,11,9,20,2,2,Yes,2,21,3,College,Single,Travel_Rarely,No
57,Human Resources,Manager,7684,18,14,1,4,4,No,1,36,4,Bachelor,Divorced,Non-Travel,No
41,Research & Development,Laboratory Technician,4547,12,12,10,4,4,No,2,19,3,Master,Married,Travel_Frequently,No
30,Human Resources,Manager,9501,7,6,3,4,4,No,1,10,3,Master,Married,Non-Travel,No
34,Sales,Sales Representative,3482,6,4,6,4,3,No,1,12,3,Bachelor,Divorced,Travel_Rarely,No
43,Human Resources,Human Resources,3778,12,9,13,3,3,No,2,22,3,Doctor,Single,Travel_Rarely,No
41,Research & Development,Research Director,8889,11,3,9,4,3,No,2,19,4,Bachelor,Married,Travel_Frequently,No
60,Human Resources,Human Resources,4303,23,7,19,3,3,No,2,38,3,Bachelor,Single,Travel_Frequently,No
59,Research & Development,Research Director,8291,17,0,14,2,3,No,2,38,3,Master,Single,Travel_Rarely,No
26,Sales,Manager,7106,4,1,14,3,3,No,3,7,3,Master,Single,Travel_Frequently,No
40,Sales,Sales Executive,4940,11,5,7,4,4,No,2,22,4,Master,Single,Travel_Rarely,No
51,Human Resources,Manager,6728,15,0,17,3,3,Yes,3,31,3,College,Married,Non-Travel,No
22,Research & Development,Research Director,9566,0,0,9,3,4,No,2,0,4,Bachelor,Married,Travel_Rarely,No
57,Sales,Sales Representative,3053,18,3,15,2,2,Yes,2,37,3,Bachelor,Single,Travel_Frequently,Yes
33,Sales,Sales Executive,4064,6,0,13,2,3,Yes,1,13,3,Bachelor,Single,Travel_Rarely,No
35,Research & Development,Laboratory Technician,3710,8,0,9,3,3,No,2,17,4,Master,Married,Non-Travel,No
34,Sales,Manager,8700,10,5,12,4,4,No,2,13,3,Bachelor,Married,Travel_Rarely,No
45,Sales,Manager,8181,12,9,6,4,4,No,1,23,3,Bachelor,Married,Travel_Frequently,No
31,Research & Development,Manufacturing Director,9545,6,0,10,4,4,No,2,11,4,Master,Single,Travel_Rarely,No
45,Research & Development,Manufacturing Director,7998,10,2,14,3,3,Yes,2,25,3,Master,Single,Travel_Frequently,No
41,Research & Development,Manufacturing Director,9759,12,8,7,4,3,No,2,22,4,Bachelor,Married,Travel_Rarely,No
26,Human Resources,Manager,5742,2,0,7,3,3,Yes,2,5,3,College,Married,Travel_Frequently,No
47,Sales,Sales Representative,2797,13,4,9,3,3,No,4,28,3,Master,Married,Travel_Rarely,No
36,Research & Development,Research Scientist,4612,5,1,13,1,2,Yes,3,14,3,Bachelor,Married,Travel_Frequently,Yes
44,Sales,Sales Executive,4441,13,6,13,3,4,No,1,26,3,College,Single,Travel_Frequently,No
54,Research & Development,Research Scientist,4414,15,7,8,3,2,Yes,4,34,3,College,Single,Travel_Frequently,Yes
58,Research & Development,Research Director,5894,17,3,15,1,1,Yes,3,39,3,College,Single,Travel_Frequently,Yes
29,Sales,Sales Representative,3705,5,0,6,4,3,No,2,11,3,College,Married,Travel_Rarely,No
38,Research & Development,Manufacturing Director,11911,10,0,9,4,4,No,2,18,4,Master,Married,Travel_Rarely,No
43,Research & Development,Research Director,10060,13,1,3,4,4,No,1,22,4,Master,Single,Travel_Rarely,No
52,Research & Development,Laboratory Technician,3934,18,3,2,3,3,No,2,34,3,Bachelor,Married,Non-Travel,No
24,Research & Development,Research Director,7347,0,0,13,2,2,Yes,2,2,3,Bachelor,Single,Travel_Frequently,Yes
40,Research & Development,Manufacturing Director,9343,11,6,7,3,4,No,1,22,3,Bachelor,Married,Non-Travel,No
48,Human Resources,Human Resources,5482,15,11,6,4,4,No,1,29,4,Bachelor,Single,Non-Travel,No
36,Research & Development,Research Scientist,5447,9,9,19,3,2,Yes,2,16,3,Master,Single,Travel_Rarely,No
47,Research & Development,Research Scientist,6388,15,12,3,4,4,No,2,29,3,Bachelor,Married,Non-Travel,No
26,Research & Development,Laboratory Technician,4070,0,0,11,3,3,No,2,4,4,Bachelor,Married,Travel_Rarely,No
30,Sales,Manager,8825,4,1,7,4,4,No,1,10,4,College,Single,Travel_Rarely,No
47,Human Resources,Human Resources,4853,12,7,4,4,4,No,1,25,3,Bachelor,Married,Travel_Rarely,No
37,Sales,Manager,7012,7,3,9,3,3,No,2,16,4,Bachelor,Single,Travel_Rarely,No
58,Research & Development,Laboratory Technician,3152,20,5,16,2,2,Yes,4,39,3,Bachelor,Single,Travel_Frequently,Yes
49,Research & Development,Research Scientist,5304,16,1,6,3,3,Yes,2,31,3,Bachelor,Married,Travel_Rarely,No
45,Sales,Manager,5290,9,7,19,2,1,Yes,3,26,3,Master,Divorced,Travel_Frequently,Yes
58,Human Resources,Manager,8248,22,8,9,4,3,No,3,39,3,Master,Married,Travel_Rarely,No
48,Research & Development,Manufacturing Director,8204,14,8,13,2,2,Yes,1,27,3,Bachelor,Single,Travel_Frequently,No
55,Research & Development,Research Scientist,4453,17,10,12,3,3,Yes,1,33,3,Bachelor,Single,Travel_Frequently,No
42,Research & Development,Research Scientist,5662,11,1,11,3,3,No,1,21,3,College,Married,Travel_Frequently,No
44,Sales,Sales Representative,3956,14,3,4,4,4,No,2,24,3,Master,Single,Travel_Rarely,No
24,Research & Development,Research Scientist,4983,3,3,7,3,3,No,2,5,3,Bachelor,Single,Non-Travel,No
58,Research & Development,Research Scientist,4377,19,5,14,2,2,Yes,3,40,3,Master,Married,Travel_Frequently,Yes
51,Sales,Sales Executive,5268,16,3,6,4,4,No,1,30,3,Bachelor,Married,Travel_Rarely,No
53,Sales,Sales Executive,4061,13,13,13,2,2,Yes,4,31,3,Bachelor,Single,Travel_Frequently,Yes
26,Sales,Manager,8862,1,1,5,4,4,No,1,4,3,Bachelor,Married,Non-Travel,No
52,Research & Development,Research Scientist,6246,15,8,14,4,4,No,1,31,3,Bachelor,Married,Travel_Frequently,No
27,Human Resources,Manager,6315,2,0,12,3,3,Yes,2,5,3,Master,Single,Travel_Rarely,Yes
35,Sales,Sales Executive,4846,5,3,11,2,3,Yes,2,15,3,Master,Married,Travel_Frequently,Yes
44,Human Resources,Human Resources,4620,13,2,8,3,3,No,3,26,4,Master,Single,Non-Travel,No
33,Human Resources,Human Resources,3274,7,0,19,1,2,Yes,3,15,3,Bachelor,Married,Travel_Frequently,Yes
47,Research & Development,Research Scientist,6299,15,9,10,3,3,No,3,28,4,College,Married,Travel_Rarely,No
56,Sales,Sales Representative,2919,12,12,7,3,3,No,2,34,3,Bachelor,Married,Travel_Rarely,No
44,Human Resources,Manager,5928,10,2,16,2,1,Yes,3,23,3,Master,Married,Travel_Frequently,No
29,Sales,Sales Executive,5237,6,2,2,4,4,No,2,10,3,Master,Married,Travel_Rarely,No
27,Research & Development,Manufacturing Director,7608,3,2,20,3,3,Yes,4,7,3,Bachelor,Single,Travel_Frequently,No
51,Human Resources,Human Resources,4756,16,1,19,2,2,Yes,2,33,3,Master,Divorced,Travel_Frequently,Yes
44,Sales,Manager,7285,10,5,13,3,3,Yes,1,23,3,Master,Single,Travel_Rarely,No
41,Sales,Sales Executive,3919,10,10,14,2,3,No,3,20,3,Bachelor,Divorced,Travel_Rarely,No
25,Research & Development,Research Director,9262,1,0,5,3,4,No,2,3,3,Bachelor,Single,Travel_Frequently,No
43,Sales,Manager,6976,11,4,9,3,3,No,1,23,4,Master,Married,Travel_Rarely,No
37,Sales,Sales Executive,4708,8,0,16,2,2,Yes,2,18,3,College,Married,Travel_Frequently,Yes
42,Sales,Sales Executive,4821,12,1,12,3,3,No,2,20,3,Bachelor,Married,Travel_Rarely,No
57,Human Resources,Manager,7280,19,8,4,3,3,No,1,38,3,Bachelor,Married,Travel_Rarely,No
54,Research & Development,Research Director,8102,16,13,18,4,3,Yes,2,35,4,Bachelor,Married,Non-Travel,No
48,Research & Development,Laboratory Technician,4616,15,5,8,3,4,No,3,30,3,Master,Divorced,Travel_Rarely,No
36,Human Resources,Manager,9820,12,2,7,4,4,No,1,16,3,College,Married,Non-Travel,No
52,Research & Development,Research Scientist,5463,17,6,13,3,4,No,1,34,4,Bachelor,Single,Travel_Rarely,No
28,Research & Development,Research Scientist,6243,8,2,8,4,4,No,1,9,4,Doctor,Married,Travel_Rarely,No
22,Sales,Sales Representative,2787,0,0,6,4,3,No,2,0,3,Master,Married,Travel_Rarely,Yes
27,Research & Development,Research Director,8251,4,0,16,4,4,No,1,8,4,Bachelor,Married,Non-Travel,No
60,Sales,Manager,8728,20,1,6,4,4,No,1,38,3,Bachelor,Divorced,Travel_Frequently,No
58,Human Resources,Manager,8742,21,9,9,4,4,No,1,38,4,College,Single,Travel_Rarely,No
54,Sales,Manager,8226,16,6,2,4,3,No,2,32,4,Master,Married,Travel_Rarely,No
59,Research & Development,Laboratory Technician,3487,19,0,13,3,2,Yes,4,39,3,Bachelor,Single,Travel_Frequently,Yes
49,Sales,Manager,9418,18,8,7,4,4,No,1,31,3,Doctor,Married,Travel_Frequently,No
27,Sales,Sales Representative,2827,2,0,13,2,2,Yes,3,8,3,College,Single,Travel_Frequently,Yes
60,Human Resources,Human Resources,4166,19,2,11,3,3,No,2,40,3,Bachelor,Married,Travel_Rarely,No
22,Human Resources,Human Resources,3508,0,0,10,3,3,Yes,2,0,3,Bachelor,Married,Travel_Frequently,No
54,Human Resources,Manager,9024,19,8,4,4,4,No,1,36,4,Master,Married,Travel_Rarely,No
32,Sales,Sales Representative,3114,1,0,15,3,2,Yes,3,10,3,Bachelor,Single,Travel_Rarely,Yes
28,Sales,Sales Executive,4705,5,2,5,4,4,No,1,7,3,Bachelor,Single,Travel_Rarely,No
51,Research & Development,Research Scientist,5973,13,9,11,3,3,No,1,31,3,Doctor,Single,Travel_Rarely,No
56,Research & Development,Research Director,7800,18,9,10,3,4,No,1,37,4,College,Single,Travel_Rarely,No
54,Research & Development,Laboratory Technician,4153,20,1,12,3,4,No,3,35,3,College,Single,Travel_Rarely,No
56,Research & Development,Research Director,7764,19,4,11,3,3,Yes,3,38,4,Doctor,Married,Travel_Rarely,No
60,Sales,Manager,7398,20,4,7,3,3,No,4,39,3,College,Single,Non-Travel,No
34,Human Resources,Manager,7720,4,3,15,4,4,No,1,13,4,Master,Married,Travel_Rarely,No
37,Sales,Sales Representative,3425,6,3,5,4,4,No,1,15,4,Bachelor,Single,Travel_Rarely,Yes
36,Research & Development,Research Director,9342,9,7,3,4,4,No,3,18,3,Below College,Married,Travel_Rarely,No
59,Research & Development,Laboratory Technician,4147,21,12,13,4,4,No,1,40,3,Bachelor,Married,Travel_Rarely,No
26,Sales,Sales Representative,3235,4,0,15,3,3,Yes,3,6,3,Bachelor,Single,Travel_Frequently,Yes
58,Research & Development,Research Director,7922,19,1,4,3,3,No,2,37,4,Bachelor,Single,Travel_Frequently,No
60,Human Resources,Human Resources,3014,20,4,11,3,2,No,3,39,3,College,Single,Travel_Frequently,No
23,Human Resources,Manager,7603,1,1,4,4,4,No,3,1,4,College,Married,Travel_Rarely,No
46,Sales,Sales Representative,3506,14,10,11,3,2,Yes,2,25,3,Bachelor,Married,Travel_Frequently,Yes
31,Research & Development,Laboratory Technician,3965,6,1,9,4,3,No,1,11,3,Bachelor,Married,Travel_Rarely,No
59,Sales,Manager,6986,18,12,10,4,3,No,4,39,3,College,Married,Travel_Frequently,No
58,Sales,Sales Executive,4425,20,6,11,4,4,No,2,36,4,Bachelor,Single,Travel_Frequently,No
32,Sales,Sales Representative,3459,7,6,10,4,3,No,1,14,4,College,Married,Travel_Rarely,No
36,Sales,Manager,7725,11,0,4,4,4,No,2,18,4,College,Single,Non-Travel,No
57,Human Resources,Human Resources,5321,22,2,4,4,4,No,2,39,3,Bachelor,Divorced,Travel_Frequently,No
46,Sales,Sales Executive,4638,15,5,12,4,3,No,1,27,3,College,Divorced,Travel_Rarely,No
38,Human Resources,Human Resources,4545,8,2,6,4,4,No,1,18,3,Doctor,Married,Travel_Rarely,No
52,Sales,Sales Representative,3433,16,6,13,3,4,Yes,1,33,3,Bachelor,Single,Travel_Rarely,Yes
35,Human Resources,Human Resources,3729,3,1,16,3,3,Yes,1,14,3,Doctor,Single,Travel_Rarely,No
59,Human Resources,Human Resources,4023,20,8,13,2,3,Yes,3,40,3,Master,Single,Travel_Frequently,No
33,Sales,Sales Executive,5014,7,1,4,4,3,No,1,13,3,Master,Married,Travel_Rarely,No
43,Human Resources,Human Resources,4441,12,7,7,2,3,Yes,4,22,3,College,Married,Travel_Frequently,Yes
29,Research & Development,Laboratory Technician,3658,6,4,3,3,3,No,2,8,3,Bachelor,Divorced,Travel_Rarely,No
54,Sales,Sales Executive,5081,20,2,3,4,4,No,2,32,3,Bachelor,Single,Travel_Rarely,No
34,Human Resources,Human Resources,4982,5,2,5,4,4,No,2,15,3,Bachelor,Single,Travel_Rarely,No
59,Human Resources,Manager,6232,16,7,14,3,2,Yes,3,37,3,Bachelor,Single,Travel_Frequently,No
37,Sales,Manager,8500,10,7,1,4,4,No,1,18,3,Master,Married,Travel_Frequently,No
36,Human Resources,Human Resources,5132,10,9,1,4,4,No,1,17,3,College,Married,Travel_Rarely,No
49,Human Resources,Human Resources,4489,15,14,4,4,3,No,3,31,3,Bachelor,Single,Travel_Rarely,No
26,Research & Development,Research Director,9550,3,3,9,4,3,No,2,5,4,College,Married,Travel_Frequently,No
42,Sales,Manager,7839,11,2,9,4,3,No,2,22,3,Bachelor,Single,Travel_Rarely,No
46,Sales,Sales Executive,4560,13,0,11,3,3,No,1,27,3,Bachelor,Divorced,Non-Travel,No
43,Research & Development,Manufacturing Director,7435,12,6,9,2,2,Yes,3,24,3,Master,Single,Travel_Frequently,No
52,Human Resources,Human Resources,3541,18,13,14,3,3,Yes,2,31,4,Master,Single,Travel_Rarely,No
23,Human Resources,Manager,9405,3,2,5,4,3,No,1,3,3,Bachelor,Married,Travel_Rarely,No
22,Research & Development,Research Scientist,4838,1,0,11,3,3,No,3,4,3,College,Married,Non-Travel,No
54,Research & Development,Laboratory Technician,4472,17,7,2,4,4,No,1,33,3,Master,Single,Travel_Rarely,No
22,Research & Development,Manufacturing Director,8879,2,1,13,3,3,No,2,4,3,Master,Married,Travel_Rarely,No
57,Research & Development,Laboratory Technician,3861,18,7,5,3,3,No,2,37,3,Bachelor,Married,Non-Travel,No
58,Human Resources,Human Resources,4955,20,0,2,4,4,No,1,39,4,Master,Married,Travel_Rarely,No
59,Sales,Sales Representative,2677,19,8,18,2,2,Yes,3,37,3,Bachelor,Married,Travel_Frequently,Yes
43,Human Resources,Manager,10436,11,8,1,4,4,No,1,22,4,Master,Married,Travel_Frequently,No
22,Sales,Sales Representative,3615,1,1,2,4,4,No,1,1,4,Bachelor,Married,Travel_Rarely,No
26,Sales,Sales Executive,4323,1,0,8,4,4,No,2,4,4,Bachelor,Married,Travel_Rarely,No
32,Research & Development,Research Scientist,6330,5,4,10,3,3,No,3,10,3,Bachelor,Married,Travel_Rarely,No
59,Human Resources,Human Resources,4489,24,6,6,4,4,No,1,39,4,Bachelor,Married,Travel_Frequently,No
56,Human Resources,Human Resources,4139,17,12,4,3,4,No,2,35,3,Master,Married,Travel_Rarely,No
31,Sales,Manager,7446,5,1,14,2,3,No,2,11,4,Master,Married,Travel_Rarely,No
54,Human Resources,Human Resources,4656,16,12,11,4,4,No,1,33,3,Bachelor,Single,Non-Travel,No
37,Human Resources,Manager,5780,9,4,12,2,1,Yes,3,16,3,Master,Single,Travel_Frequently,Yes
51,Sales,Sales Representative,2937,17,6,17,3,3,Yes,3,32,3,Bachelor,Single,Non-Travel,Yes
34,Research & Development,Laboratory Technician,3331,6,4,17,2,2,Yes,3,14,3,Bachelor,Single,Travel_Frequently,Yes
36,Research & Development,Research Director,8693,8,2,10,3,3,No,4,16,3,Bachelor,Single,Travel_Rarely,No
43,Sales,Manager,5968,10,2,19,1,1,Yes,3,24,3,Bachelor,Divorced,Travel_Frequently,Yes
37,Sales,Manager,5524,12,9,13,3,3,Yes,1,16,3,Master,Single,Travel_Frequently,No
23,Human Resources,Human Resources,4269,1,1,12,3,4,No,2,3,4,College,Married,Travel_Rarely,No
47,Research & Development,Manufacturing Director,6931,16,9,18,2,3,Yes,4,27,3,Bachelor,Married,Travel_Frequently,No
28,Sales,Manager,6775,1,1,18,1,2,Yes,3,9,3,Bachelor,Married,Travel_Frequently,Yes
43,Research & Development,Research Scientist,5170,11,8,14,2,3,Yes,2,25,3,Master,Married,Travel_Frequently,Yes
28,Human Resources,Human Resources,4486,5,1,7,4,4,No,1,8,3,Master,Married,Non-Travel,No
26,Sales,Sales Executive,5392,5,4,11,4,3,No,2,8,4,Bachelor,Divorced,Non-Travel,No
29,Research & Development,Research Director,7276,6,3,11,3,3,Yes,3,11,3,College,Single,Travel_Frequently,Yes
39,Sales,Sales Representative,2949,8,0,15,2,3,Yes,4,18,3,Doctor,Single,Travel_Frequently,Yes
50,Human Resources,Manager,8563,15,6,10,4,4,No,3,30,4,Bachelor,Divorced,Travel_Frequently,No
49,Sales,Sales Representative,3883,16,2,9,4,4,No,3,30,4,Master,Married,Travel_Rarely,No
39,Research & Development,Research Scientist,6324,8,2,5,4,4,No,1,18,3,College,Married,Travel_Frequently,No
56,Research & Development,Laboratory Technician,4350,20,4,12,3,3,No,2,37,3,Master,Married,Travel_Frequently,No
35,Human Resources,Manager,10571,11,9,1,4,4,No,1,16,3,College,Divorced,Travel_Rarely,No
55,Human Resources,Human Resources,3440,15,1,18,1,1,Yes,4,35,3,Bachelor,Single,Travel_Frequently,Yes
38,Research & Development,Research Director,8428,12,3,9,3,3,No,2,17,4,Master,Single,Travel_Frequently,No
22,Research & Development,Research Scientist,6141,1,1,7,4,4,No,1,1,4,Master,Married,Travel_Rarely,No
30,Sales,Sales Representative,2500,2,0,15,1,1,Yes,3,10,3,College,Single,Travel_Frequently,Yes
41,Research & Development,Laboratory Technician,4039,11,8,5,3,4,No,2,22,3,Master,Single,Travel_Rarely,No
48,Sales,Manager,7515,15,11,14,4,3,No,2,30,3,Below College,Single,Travel_Rarely,No
34,Human Resources,Manager,8836,9,2,1,4,4,No,1,14,3,Bachelor,Single,Non-Travel,No
59,Research & Development,Manufacturing Director,8763,18,14,20,3,2,Yes,2,39,3,Master,Single,Travel_Frequently,No
52,Human Resources,Human Resources,3827,16,10,11,3,2,No,1,33,4,College,Married,Travel_Rarely,No
26,Sales,Manager,6811,2,1,11,3,3,No,3,6,3,Bachelor,Divorced,Travel_Rarely,Yes
31,Research & Development,Research Scientist,5373,7,3,9,3,3,No,1,11,4,Master,Single,Travel_Rarely,No
37,Human Resources,Manager,6631,4,2,13,3,3,Yes,3,16,3,Doctor,Single,Travel_Frequently,No
56,Sales,Sales Executive,4649,16,9,11,3,2,No,2,34,4,Doctor,Divorced,Travel_Rarely,No
27,Research & Development,Laboratory Technician,3663,3,3,10,3,4,No,2,8,4,Bachelor,Divorced,Travel_Frequently,No
34,Sales,Sales Executive,3994,10,10,10,2,3,Yes,3,16,3,Master,Divorced,Travel_Rarely,No
60,Research & Development,Manufacturing Director,8060,20,12,11,3,3,Yes,2,39,3,Bachelor,Single,Travel_Frequently,Yes
33,Research & Development,Manufacturing Director,8964,3,3,9,3,3,No,2,11,3,Doctor,Divorced,Travel_Rarely,No
27,Research & Development,Research Scientist,4211,4,4,18,2,2,Yes,3,6,3,Master,Single,Travel_Frequently,Yes
32,Sales,Sales Representative,3281,6,6,10,3,3,No,2,12,3,Bachelor,Married,Travel_Rarely,No
35,Research & Development,Research Scientist,4173,9,2,16,2,1,Yes,4,17,3,Bachelor,Single,Travel_Frequently,Yes
42,Research & Development,Research Scientist,4658,11,4,10,2,2,Yes,4,22,3,Master,Single,Travel_Frequently,Yes
28,Human Resources,Manager,8478,2,2,11,4,3,No,2,8,3,Master,Married,Travel_Rarely,No
28,Sales,Sales Executive,3524,2,2,21,2,2,Yes,3,7,3,Bachelor,Single,Travel_Frequently,Yes
60,Sales,Sales Executive,3565,16,9,21,2,2,Yes,3,39,3,College,Single,Travel_Frequently,Yes
52,Research & Development,Research Scientist,5437,18,14,9,4,3,No,1,32,4,Master,Married,Travel_Frequently,No
36,Human Resources,Manager,8084,9,4,8,3,3,No,3,15,4,Master,Single,Travel_Frequently,No
57,Human Resources,Manager,7905,18,2,12,3,3,Yes,1,38,4,College,Married,Travel_Frequently,No
50,Sales,Sales Representative,3560,15,13,13,2,3,Yes,1,30,4,Bachelor,Single,Travel_Frequently,Yes
30,Human Resources,Human Resources,2832,2,2,24,1,1,Yes,2,8,3,Master,Married,Travel_Frequently,Yes
46,Human Resources,Manager,8142,13,12,12,4,3,No,1,28,4,Master,Married,Travel_Rarely,No
56,Sales,Sales Representative,2760,19,3,15,3,3,Yes,2,37,3,Master,Single,Travel_Rarely,No
31,Human Resources,Human Resources,3606,3,3,10,2,3,Yes,1,10,3,Bachelor,Married,Travel_Rarely,No
46,Sales,Manager,7082,13,5,13,3,4,No,1,26,4,College,Married,Travel_Rarely,No
